Iteration	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	branch_lengths[84]	branch_lengths[85]	branch_lengths[86]	branch_lengths[87]	branch_lengths[88]	branch_lengths[89]	branch_lengths[90]	branch_lengths[91]	branch_lengths[92]	branch_lengths[93]	branch_lengths[94]	branch_lengths[95]	branch_lengths[96]	branch_lengths[97]	branch_lengths[98]	branch_lengths[99]	branch_lengths[100]	branch_lengths[101]	branch_lengths[102]	branch_lengths[103]	branch_lengths[104]	branch_lengths[105]
39	-15276.43	-15354.15	77.72065	0.00357848	0.00163628	0.00219572	0.00195803	0.0010264	0.00010439	0.000600419	0.00609163	0.0062512	0.00203306	0.000561266	0.00225554	0.0116783	0.012261	0.00181512	0.00258127	0.00343829	0.000877681	0.00597752	0.00802525	0.00471907	0.00216718	0.0162178	0.00523288	0.00239107	0.0052744	0.00220663	0.00177828	0.0080324	0.00223478	0.000918331	0.000336968	0.000405855	0.00773178	0.0188162	0.0107051	0.000891728	0.00842873	0.0193225	0.00331181	0.0024367	0.000714963	0.000519177	0.00111181	0.00609368	0.00325243	0.00448203	0.00496504	0.000816293	0.00634085	0.00886654	0.00555637	0.058011	0.00965025	0.00509507	0.00227321	0.0044637	0.00082123	0.00414316	0.00580547	0.00281242	0.00312558	0.00356081	0.00314634	0.000559154	0.00515042	0.00149079	0.00680388	0.00145703	0.000895897	0.000793671	0.0051181	0.0380873	0.00418523	0.000332417	0.00212485	0.00109324	0.0012242	0.00179088	0.000349362	0.00107799	0.00258749	0.000896944	0.00118931	0.000346735	0.0105464	0.00160978	0.010228	0.00696645	0.00016636	0.0061771	0.00124982	0.0322988	0.00435676	0.0010037	0.00312928	0.00194968	0.00137629	0.00039844	0.00179335	0.000518817	0.00485526	0.00049077	0.00298277	0.00105459
40	-15193.85	-15271.87	78.01309	0.00474922	0.00116818	0.00219572	0.00209085	0.0013096	9.50862e-05	0.00115098	0.00900961	0.00554637	0.00159252	0.000350002	0.00173765	0.0113868	0.0106602	0.00219561	0.00258127	0.00402493	0.00121104	0.00394484	0.00658994	0.00471907	0.00216718	0.00992068	0.00523288	0.00259667	0.0052744	0.00167211	0.00140241	0.0067255	0.00453469	0.000918331	0.000336968	0.000378406	0.0104119	0.0214114	0.0147572	0.000891728	0.00868738	0.0130198	0.00169019	0.0024367	0.000928019	0.000251188	0.00107868	0.00862537	0.00204082	0.00372826	0.00496504	0.000621582	0.00634085	0.00886654	0.00809913	0.0361781	0.00939145	0.00509507	0.00241863	0.0044637	0.000979954	0.00414316	0.00580547	0.00281242	0.00312558	0.00346814	0.00314634	0.000930382	0.00478804	0.00179214	0.00521804	0.00216236	0.00141278	0.000818626	0.00530857	0.036497	0.00666282	0.00052841	0.00196583	0.00109324	0.000590628	0.00263999	0.000406542	0.00073483	0.0015791	0.000946115	0.000838154	0.000619052	0.0105464	0.00253134	0.010965	0.00696645	0.000139063	0.00506948	0.00118916	0.0322988	0.00435676	0.00104566	0.0022371	0.00134691	0.0009459	0.000245938	0.00179335	0.000749977	0.00326918	0.000207342	0.00200795	0.000804143
41	-15157.21	-15234.91	77.69699	0.00298153	0.00116818	0.00219572	0.00183213	0.00183124	0.00012249	0.0014194	0.00580082	0.00554637	0.00246065	0.000547514	0.00173765	0.0096914	0.0106602	0.00414806	0.00258127	0.00402493	0.00123406	0.00593489	0.00784339	0.00506804	0.00248171	0.0133988	0.00797834	0.00259667	0.00550031	0.00167211	0.00144999	0.00517968	0.00516601	0.000571914	0.000520501	0.000148946	0.0104119	0.0225046	0.0162814	0.000962117	0.0100443	0.0150819	0.0021606	0.00319025	0.000530609	0.000251188	0.0015604	0.00862537	0.00149632	0.00372826	0.00303872	0.000621582	0.00588313	0.00916005	0.0125951	0.0608566	0.00892391	0.00782798	0.00241863	0.00377333	0.00083431	0.00540026	0.00711497	0.00385388	0.00224308	0.0035285	0.00288102	0.000930382	0.0030292	0.00138327	0.0033963	0.00224222	0.000763547	0.00118357	0.00306812	0.0338655	0.00666282	0.00052841	0.00245362	0.00157822	0.00064719	0.00226037	0.000568775	0.000354132	0.00239561	0.00155231	0.000828611	0.000619052	0.0132591	0.00353836	0.010965	0.00728695	7.16711e-05	0.00506948	0.00118916	0.0224256	0.00378106	0.00126542	0.00285805	0.000911729	0.000580112	0.000192896	0.00227997	0.000525087	0.00442792	0.000178107	0.00200795	0.000804143
42	-15132.52	-15210.13	77.61016	0.00298153	0.00116818	0.00219572	0.00085377	0.00253884	0.000187328	0.000866007	0.00630752	0.00655791	0.0024372	0.000618623	0.00315775	0.0131959	0.0106602	0.00258987	0.00258127	0.00402493	0.000913301	0.00724218	0.00842752	0.00555501	0.00480832	0.0141643	0.00797834	0.0037608	0.00550031	0.00236273	0.000696544	0.00517968	0.00516601	0.000366467	0.000367428	0.000148946	0.0104119	0.013122	0.0127954	0.000962117	0.0100443	0.0150819	0.00225535	0.00229046	0.000508257	0.000370382	0.00107857	0.00601324	0.00255939	0.00243234	0.00279667	0.000621582	0.00525108	0.0147009	0.0078061	0.0687907	0.00892391	0.00606999	0.00180314	0.00533105	0.00134436	0.00540026	0.00483267	0.00235721	0.00193671	0.00495163	0.000829497	0.000302769	0.00237732	0.00138327	0.00461231	0.00349266	0.000383044	0.00157954	0.00536331	0.0338655	0.00560381	0.000574216	0.00202822	0.00233459	0.000866192	0.001966	0.000533886	0.000754846	0.00365552	0.00155231	0.000828611	0.000811309	0.0162107	0.00353836	0.010965	0.00728695	0.000106067	0.00481029	0.00118916	0.0286627	0.00378106	0.00126542	0.0037691	0.000334773	0.000490682	0.000180445	0.00227997	0.000467074	0.00342983	0.000280643	0.00211848	0.000621881
43	-14982.28	-15060.21	77.93388	0.00450065	0.00124721	0.00188213	0.00085377	0.00176323	0.000172617	0.000945908	0.00908991	0.0057613	0.00236021	0.000618623	0.00234301	0.0101555	0.00777883	0.00296454	0.00370262	0.00265858	0.000993456	0.00724218	0.00933417	0.00420289	0.00513221	0.0177423	0.00797834	0.00256744	0.00368062	0.00200219	0.000696544	0.00517968	0.00516601	0.000429887	0.000367428	0.000192924	0.0105442	0.0105271	0.00462963	0.000961577	0.0100443	0.0150819	0.00324756	0.00229046	0.000746635	0.000710393	0.00107857	0.00601324	0.00320839	0.00164095	0.00275258	0.00115051	0.00656629	0.0147009	0.00512173	0.0451463	0.0108074	0.00438367	0.00244734	0.00239558	0.00134436	0.00513498	0.00611037	0.00235721	0.00193671	0.00744118	0.00056423	0.000208545	0.00237732	0.00182398	0.00705853	0.00259801	0.000655993	0.00150348	0.00635668	0.0382866	0.00809168	0.000574216	0.00295038	0.00233459	0.000962838	0.00173284	0.000806117	0.000430716	0.00261473	0.00256022	0.000752892	0.000811309	0.0106931	0.0027073	0.00935697	0.00933947	0.00011548	0.00448011	0.000435247	0.0286627	0.00525669	0.00126542	0.00325335	0.0002516	0.00045236	0.00025911	0.00144273	0.000561329	0.00342983	0.000530466	0.00211848	0.000621881
44	-14943.71	-15021.97	78.25629	0.00303474	0.000556421	0.00188213	0.00085377	0.00178532	0.000174952	0.00103486	0.00907485	0.00422965	0.000898996	0.000562383	0.00339437	0.0143978	0.0089097	0.00181373	0.00413168	0.00301376	0.0010171	0.00724218	0.00736032	0.00602719	0.00752219	0.0161279	0.004476	0.0030887	0.00356721	0.00129133	0.000637896	0.00517968	0.00386244	0.000437272	0.000346648	0.000197067	0.0110966	0.0105271	0.00462963	0.000848059	0.0100443	0.0183376	0.00307284	0.00183182	0.000685754	0.000581192	0.000721684	0.00753836	0.00336096	0.00103162	0.00154741	0.0029862	0.00441306	0.0147009	0.00512173	0.015704	0.0108074	0.00407493	0.00266934	0.00203293	0.00138378	0.0058892	0.00773252	0.00235721	0.00265384	0.00745989	0.000719728	0.000191961	0.00237732	0.00136583	0.00705853	0.00165755	0.00143701	0.000548414	0.00635668	0.0382866	0.00801564	0.00156911	0.00216578	0.00160337	0.000392089	0.00175146	0.000619449	0.000364868	0.0036917	0.0024626	0.000518282	0.000811309	0.0113044	0.00264435	0.00935697	0.00827013	0.00011548	0.00448011	0.000290888	0.0263461	0.00782135	0.00101651	0.00269691	0.000272982	0.00045236	0.000353232	0.000907097	0.000414878	0.0030574	0.000799004	0.00211848	0.000621881
45	-14903.31	-14981.84	78.53045	0.00284354	0.000556421	0.00149659	0.00085377	0.00198146	0.000154173	0.00222598	0.00596528	0.00397263	0.000713821	0.000589899	0.00236249	0.0128712	0.0089097	0.00265589	0.00435089	0.00203261	0.000942683	0.00453585	0.00782031	0.00514664	0.0066157	0.0161279	0.00642049	0.00197668	0.00571874	0.00200148	0.000593938	0.00393546	0.00263487	0.000312286	0.000238725	0.000128268	0.00602132	0.00558807	0.00327005	0.000772479	0.00922538	0.0183376	0.00271076	0.0024505	0.000722884	0.000703026	0.000961566	0.00531464	0.00336096	0.00118053	0.00197603	0.0029862	0.00441306	0.0151922	0.00512173	0.015704	0.00932777	0.00520076	0.00266934	0.00320439	0.00156932	0.0058892	0.00519317	0.00233852	0.00221636	0.00771611	0.000572452	0.000692822	0.00237732	0.00136583	0.00792323	0.0016679	0.00143701	0.000548414	0.00473035	0.027601	0.00982332	0.00156911	0.000804341	0.0015759	0.000353598	0.00175146	0.000887301	0.000300115	0.0043896	0.00160875	0.000452486	0.000985526	0.0116635	0.00347982	0.0149118	0.00827013	0.000130688	0.00448011	0.000243632	0.0263461	0.00782139	0.000960113	0.00183045	0.000261381	0.00045236	0.000442411	0.000719349	0.000891496	0.0025158	0.000924166	0.00230004	0.000774966
46	-14908.96	-14987.33	78.3757	0.00448897	0.000556421	0.00149659	0.000944667	0.00253164	0.000379724	0.00189522	0.00571708	0.00416127	0.00114443	0.000589899	0.00188151	0.0128712	0.0103218	0.00276506	0.00313011	0.00203261	0.00102266	0.00372149	0.00592239	0.00514664	0.0066157	0.0161279	0.00642049	0.00214039	0.0063972	0.00225536	0.000759291	0.00506793	0.00397603	0.000285327	0.000262968	0.000160719	0.00522466	0.00493974	0.00239594	0.000483206	0.00922538	0.0183376	0.00292348	0.00347721	0.00133133	0.00034399	0.0013742	0.0064703	0.00222878	0.00139806	0.00197603	0.0029862	0.00513106	0.0187868	0.00475385	0.0195303	0.00760561	0.00712824	0.00279406	0.00397017	0.00148995	0.0058892	0.00496069	0.002091	0.00221636	0.00771611	0.000572452	0.000692822	0.00195231	0.00122676	0.00792323	0.0017027	0.00143701	0.000659703	0.00473035	0.0292216	0.00806913	0.00156911	0.000823093	0.0023896	0.000266046	0.00251475	0.000887301	0.000481177	0.0043896	0.00146766	0.000895761	0.000987209	0.0145917	0.00253045	0.0127745	0.010505	0.000105861	0.00527919	0.000434801	0.0263461	0.00782139	0.0011391	0.00281116	0.000256744	0.00026892	0.000728086	0.00054633	0.000742768	0.00203796	0.000935411	0.00162231	0.000629993
47	-14894.66	-14973.16	78.50166	0.00448897	0.000647652	0.00192901	0.000944667	0.00297218	0.000379724	0.00162975	0.00446778	0.00419993	0.00145461	0.000589899	0.00333773	0.0129873	0.0103218	0.00276506	0.00313011	0.00210003	0.000912838	0.00419896	0.00592239	0.00514664	0.00308939	0.0161279	0.00420207	0.00214039	0.00277776	0.00354473	0.00104277	0.00492494	0.00484021	0.000285327	0.000281296	0.000205911	0.00441607	0.00493974	0.00239594	0.000483206	0.00850661	0.0146633	0.00292348	0.00188736	0.000715366	0.000395809	0.00137671	0.00565718	0.002479	0.00198634	0.00167153	0.00304159	0.00532714	0.0159906	0.00913509	0.0179382	0.011677	0.00712824	0.00279406	0.00520133	0.00192936	0.00501651	0.0039971	0.002091	0.00213298	0.00633061	0.000478521	0.0010239	0.00282226	0.00109719	0.00553748	0.00186225	0.00143701	0.000396956	0.00397925	0.0292216	0.0104871	0.00308797	0.00113178	0.0023896	0.000153856	0.00251475	0.000887301	0.000738897	0.0030289	0.0014073	0.00129236	0.00126275	0.0145917	0.00160821	0.0130693	0.006814	0.000164725	0.0052371	0.000434801	0.0263461	0.00658207	0.0011391	0.00281116	0.00031507	0.000105322	0.000728086	0.000482944	0.000596314	0.00341426	0.00147305	0.00157617	0.000794417
48	-14859.25	-14937.87	78.62098	0.00450351	0.00103639	0.00192901	0.0012504	0.001975	0.00065514	0.00162975	0.00446778	0.005222	0.000999621	0.000732172	0.00180771	0.00826435	0.0103218	0.00208116	0.00313011	0.00238795	0.000912838	0.00311014	0.00592239	0.00514664	0.00308939	0.0174559	0.0052584	0.00300685	0.00277776	0.00467095	0.00104277	0.00356949	0.00484021	0.000291815	0.000451451	0.000205911	0.00383739	0.00420626	0.00273102	0.000669161	0.00737358	0.0146633	0.00292348	0.00151632	0.000937172	0.000329678	0.00133396	0.0079678	0.000899689	0.00228928	0.00131632	0.00304159	0.00226622	0.0124394	0.00862074	0.0179382	0.011677	0.00465209	0.00143518	0.00520133	0.00228395	0.00507778	0.00694254	0.002091	0.00213298	0.00633061	0.000647115	0.000393416	0.00441213	0.00129718	0.00553748	0.00162734	0.00231488	0.000246559	0.00415156	0.0268113	0.0104871	0.00448652	0.00170556	0.00210749	0.000153856	0.00251475	0.00125278	0.00108771	0.00211139	0.00201606	0.00201388	0.000683976	0.0145917	0.00203103	0.0130693	0.00570484	0.000164725	0.00819245	0.000475093	0.0196062	0.0090115	0.000822996	0.0025278	0.000404638	7.51544e-05	0.00122083	0.000550227	0.000422071	0.00341426	0.0028297	0.00130887	0.00105407
49	-14821.51	-14900.12	78.60392	0.00450351	0.00143727	0.00183502	0.0016887	0.001975	0.000604044	0.00210823	0.00718724	0.00636724	0.000939753	0.000401387	0.00257238	0.011467	0.0100714	0.00213579	0.00365503	0.00204739	0.000912838	0.00300354	0.00608445	0.00576077	0.00563013	0.0174559	0.00595683	0.00300685	0.00344587	0.00157818	0.00186714	0.00332662	0.00538216	0.000597789	0.000398584	0.000158228	0.00383739	0.00380549	0.00273102	0.000833031	0.00899744	0.0146633	0.00292348	0.00151632	0.000737307	0.000329678	0.00133396	0.0042269	0.000899689	0.00174655	0.000854075	0.00261037	0.00226622	0.00772221	0.00806181	0.0256756	0.011677	0.00465209	0.00141964	0.0035873	0.00289782	0.00507778	0.00551785	0.00202648	0.00285595	0.00633061	0.000449543	0.00033836	0.00257772	0.00140171	0.00471401	0.00161899	0.00272943	0.000217618	0.00487025	0.0276669	0.0104871	0.00448652	0.00211357	0.00208335	0.000306381	0.00251475	0.000738835	0.00108771	0.00261541	0.00161808	0.00137016	0.000353882	0.0145917	0.00203103	0.0108992	0.00787894	0.000164725	0.00615383	0.000475093	0.019692	0.00565445	0.000890727	0.00262277	0.000347552	6.38676e-05	0.00136184	0.000550227	0.000552949	0.00341426	0.00327034	0.00147876	0.000683775
50	-14794.94	-14873.65	78.70947	0.00450351	0.000874843	0.00183502	0.00219996	0.00266461	0.000604044	0.0015922	0.00491442	0.00443027	0.00116805	0.000512625	0.00260691	0.011467	0.0100714	0.0017981	0.00262179	0.00205352	0.000912838	0.00300354	0.00894736	0.00409986	0.00279039	0.0163708	0.00595683	0.00300685	0.00389753	0.00157818	0.00165158	0.00260997	0.00538216	0.000597789	0.000634459	0.000133018	0.00404825	0.00339752	0.00274843	0.000770613	0.00898674	0.0150086	0.000804538	0.00144152	0.000511367	0.000393875	0.00110072	0.00592363	0.000770203	0.00279353	0.00120338	0.00261037	0.00229719	0.0106028	0.00393612	0.0141011	0.0149491	0.00465209	0.00210658	0.00291598	0.00289782	0.00487585	0.00665279	0.00211199	0.00313003	0.00633061	0.000449543	0.000503404	0.00290493	0.00135966	0.00704102	0.00161899	0.0033257	0.000232174	0.00507186	0.0276669	0.0123172	0.00448652	0.00228449	0.000989638	0.000250498	0.00349167	0.00088961	0.00108771	0.00253024	0.00134635	0.00137016	0.000410396	0.0111876	0.00191583	0.0110161	0.0113086	0.000182142	0.00615383	0.000443283	0.0176656	0.00627781	0.000757922	0.00201536	0.000554616	4.54102e-05	0.0025249	0.000550227	0.000538082	0.00341426	0.0038519	0.00167958	0.000683775
51	-14772.49	-14851.15	78.66217	0.00395035	0.00106056	0.00170182	0.00108853	0.00266461	0.000472521	0.000709052	0.00514235	0.00455593	0.00204727	0.000562129	0.00260691	0.00903581	0.0100714	0.00237535	0.00330726	0.00226934	0.000912838	0.00521598	0.00596105	0.00409986	0.00279039	0.0163708	0.00849053	0.00300685	0.00331539	0.000739928	0.00173874	0.00303761	0.00761229	0.000446923	0.00108435	0.000133018	0.00250999	0.00332803	0.00177225	0.000770613	0.00898674	0.0100363	0.00125117	0.00144152	0.000656443	0.000299565	0.000939718	0.00592363	0.000634026	0.00279353	0.00149523	0.0025062	0.00207504	0.00860124	0.00393612	0.023034	0.0180391	0.00580098	0.00210658	0.00179528	0.00208243	0.00487585	0.00665279	0.00211199	0.00313003	0.00633061	0.000504849	0.000503404	0.00250863	0.00176142	0.00460903	0.00179888	0.00529302	0.000235221	0.00313108	0.0276669	0.0104914	0.0054013	0.0020387	0.000989638	0.000135426	0.00351718	0.00088961	0.000900765	0.00385216	0.000857757	0.00105141	0.000665681	0.0157755	0.00279955	0.0116631	0.0113086	0.000182142	0.00615383	0.000443283	0.0176656	0.00471621	0.000726315	0.00201536	0.000903525	5.17261e-05	0.0025249	0.000550227	0.000538082	0.00321436	0.00237071	0.00316227	0.000625807
52	-14698	-14776.85	78.85547	0.00313203	0.000983825	0.00223535	0.00113524	0.00207684	0.000472521	0.000919177	0.00558276	0.00455593	0.00174235	0.00111861	0.00387795	0.00903581	0.00792661	0.00357333	0.00392471	0.00260225	0.000912838	0.00388718	0.00596105	0.0063303	0.00192803	0.0198311	0.00853347	0.00177097	0.00218004	0.000739928	0.00106215	0.00236723	0.00761229	0.000456014	0.00160697	0.000146481	0.00250999	0.00380381	0.00229793	0.000561421	0.0116369	0.0100363	0.00128091	0.00206862	0.0010812	0.000479908	0.000571658	0.00524398	0.000882233	0.00354666	0.00215733	0.00324191	0.00163664	0.00860124	0.00321968	0.0139373	0.0121595	0.00742518	0.00210658	0.0014271	0.00503399	0.00322177	0.00697528	0.00211199	0.00217838	0.00633061	0.000475403	0.000750282	0.00141043	0.00249474	0.00460903	0.00157812	0.00529302	0.000329758	0.00502053	0.0188727	0.0104914	0.00528663	0.00102378	0.000989638	0.000271037	0.00351718	0.00100709	0.0010599	0.00410594	0.000857757	0.000460593	0.000948595	0.0101284	0.00279955	0.0116631	0.00906318	0.000198729	0.00786682	0.000679572	0.0176656	0.00471621	0.00115248	0.00158042	0.000649969	9.45494e-05	0.00281742	0.000739051	0.000538082	0.00417221	0.00190881	0.00316227	0.000923112
53	-14622.63	-14701.3	78.67414	0.00483199	0.00078677	0.00181933	0.000985851	0.00150024	0.000643783	0.0010572	0.00558276	0.00426241	0.00197379	0.00146349	0.00270571	0.00463444	0.00792661	0.00244951	0.0030701	0.00310995	0.000912838	0.00630479	0.00596105	0.00531818	0.00192803	0.0198311	0.00644252	0.00177097	0.00272327	0.00143656	0.00106215	0.00285937	0.00761229	0.000665931	0.00160697	7.00176e-05	0.00445441	0.00560086	0.00296915	0.000599401	0.00860425	0.0124107	0.00102207	0.00107773	0.00102948	0.000308298	0.00086594	0.00515188	0.00191515	0.0050024	0.00256687	0.00232707	0.00144566	0.00860124	0.00494108	0.033217	0.0121595	0.00588964	0.00210658	0.00224927	0.00351568	0.00458513	0.0043794	0.00211199	0.00271216	0.00633061	0.000475403	0.00091274	0.00141043	0.00249474	0.00963746	0.00114198	0.00579193	0.000708118	0.00412133	0.0188727	0.0106958	0.00364959	0.00256951	0.00160094	0.000249308	0.00378386	0.0016438	0.000571089	0.00410594	0.000701068	0.000378129	0.000948595	0.00942334	0.00199587	0.0116631	0.00906318	0.000395292	0.00449827	0.000491702	0.0176656	0.00697605	0.0010969	0.00181525	0.000649969	0.000158689	0.00341968	0.00121148	0.000538082	0.00173965	0.00136826	0.0022722	0.00112541
54	-14595.57	-14674.21	78.63771	0.00483199	0.000460726	0.00274947	0.0013764	0.00154273	0.000527338	0.000705391	0.0062292	0.00392173	0.00197379	0.0013955	0.00352979	0.00520857	0.00306083	0.00442745	0.00374896	0.00281868	0.00165377	0.00552781	0.00725282	0.00531818	0.00367526	0.0198311	0.00778405	0.000935568	0.00272327	0.00094651	0.0013167	0.00215826	0.00529975	0.00137342	0.00160697	8.93669e-05	0.00270898	0.00394569	0.00143688	0.000599401	0.0108264	0.00886439	0.0012402	0.000999579	0.000472678	0.000328802	0.000782702	0.00792771	0.00223064	0.00318744	0.00256687	0.00186999	0.00177432	0.00612568	0.00257007	0.0375583	0.0121595	0.00767626	0.00347591	0.00176642	0.00407529	0.00507604	0.00260833	0.00126365	0.00271216	0.00499605	0.000475403	0.000660096	0.00141043	0.00204105	0.00963746	0.00114198	0.00785187	0.000708118	0.00412133	0.0188727	0.0106958	0.00364959	0.0035992	0.00200905	0.000274889	0.00213729	0.00172148	0.000452493	0.00410594	0.000984184	0.00031912	0.00122661	0.010255	0.00199587	0.0138244	0.0119528	0.000395292	0.0051775	0.000495954	0.0141746	0.00697605	0.0012985	0.00181525	0.000542855	0.000206958	0.00603464	0.00191203	0.000742786	0.00219071	0.00136826	0.00208793	0.00176512
55	-14541.02	-14619.61	78.59517	0.0048359	0.000710179	0.00274947	0.00141298	0.00209923	0.000604517	0.000705391	0.0058118	0.00444451	0.00186232	0.00122908	0.00352979	0.00520857	0.00429714	0.00246656	0.00500463	0.00213501	0.00133853	0.0041458	0.00663827	0.00752695	0.00266439	0.0180468	0.00778405	0.0014146	0.00206346	0.000813668	0.00112917	0.00179889	0.00529975	0.000845621	0.00115651	7.76638e-05	0.00205352	0.00451487	0.00143688	0.000599401	0.00836398	0.00886439	0.000674265	0.00149328	0.000771038	0.00043341	0.00119561	0.00683963	0.00181541	0.00230066	0.00225091	0.00305078	0.00144795	0.0070239	0.00179914	0.050377	0.0079389	0.00393316	0.0035133	0.00176642	0.00556623	0.00485102	0.00260833	0.000968513	0.00271216	0.00499605	0.000857441	0.000245662	0.00231891	0.00224224	0.00963746	0.00135827	0.00785187	0.000915767	0.00507267	0.02342	0.0106958	0.00364959	0.00379503	0.00200905	0.000257557	0.00120076	0.00174102	0.000483556	0.00371632	0.000984184	0.000117571	0.00139345	0.00753894	0.0015752	0.0130525	0.0119528	0.000438385	0.00740058	0.000505509	0.0179452	0.00697605	0.000900108	0.000877505	0.00058655	0.000206958	0.00539566	0.000935459	0.00110004	0.00294253	0.00108782	0.00170322	0.00229324
56	-14508.03	-14586.39	78.3622	0.00342959	0.000975461	0.00297009	0.00133258	0.00209923	0.000455725	0.00064713	0.00754501	0.00271982	0.00210976	0.00153968	0.00317265	0.0069368	0.00429714	0.00302733	0.00500463	0.00235535	0.00154531	0.0041458	0.00541122	0.00551056	0.00266439	0.0180468	0.00778405	0.0020314	0.00206346	0.000813668	0.00165733	0.0016878	0.00447798	0.000894382	0.00140386	6.77431e-05	0.00244064	0.00451487	0.00129016	0.000853962	0.00872502	0.00837236	0.000674265	0.00174858	0.000566801	0.000317676	0.00119561	0.00464458	0.00110338	0.0027243	0.00165172	0.00233481	0.00144795	0.0061662	0.00271533	0.0683091	0.0079389	0.00433474	0.00410433	0.00223657	0.00458833	0.00485102	0.00363638	0.000994322	0.00266085	0.00817069	0.000720434	0.0003768	0.00199569	0.00179623	0.00963746	0.00212443	0.00785187	0.00156425	0.00433067	0.02342	0.0106958	0.00261776	0.00358407	0.00200905	0.000257557	0.00120884	0.00142054	0.000223491	0.00383338	0.000984184	0.000159389	0.00311879	0.00753894	0.00230031	0.0149096	0.0119528	0.000233433	0.00610864	0.000505509	0.0179452	0.00697605	0.000562197	0.000526954	0.000892326	0.000317006	0.0111077	0.00097264	0.00105771	0.00244539	0.000738921	0.00170322	0.00182476
57	-14494.66	-14572.89	78.23085	0.00377605	0.000777439	0.00218384	0.000870972	0.00180638	0.000333135	0.000771497	0.00556513	0.00271982	0.00156772	0.00113229	0.00344456	0.0069368	0.00359513	0.0046754	0.00452703	0.00248094	0.00202287	0.0029904	0.00541122	0.00551056	0.00266439	0.0180468	0.00737267	0.00280256	0.00265043	0.000438597	0.00165733	0.0016878	0.0048933	0.000627995	0.00112143	9.662e-05	0.00244064	0.00451487	0.00189345	0.00061828	0.00554581	0.0108276	0.000793867	0.000982923	0.000466737	0.000317676	0.00119561	0.00631214	0.0015484	0.00277635	0.00366513	0.00149	0.00259918	0.00424775	0.00269836	0.0947325	0.00792812	0.00433474	0.00426999	0.00302672	0.00458833	0.00215845	0.00501867	0.000994322	0.00294011	0.00816658	0.000895911	0.0003768	0.00233062	0.00144674	0.00963746	0.0013473	0.00697704	0.00227889	0.00436732	0.02342	0.00841919	0.00221637	0.00358407	0.00186782	0.00019783	0.000992041	0.00155689	0.000213594	0.00280385	0.00127112	0.000251274	0.00289256	0.00466895	0.00298671	0.0113665	0.0100842	0.00018587	0.00610864	0.000676146	0.0179452	0.00697605	0.00085111	0.000358822	0.000892326	0.000390564	0.0111077	0.000862526	0.00117246	0.00203407	0.000921516	0.00170322	0.00293269
