"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_BLANK2",0.000357015351660121,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0.00107104605498036,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK","7981_copy2",0.109425205283827,"APP"
"7981_copy2","7981_copy1","7981_BLANK","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_BLANK2","7981_copy2",0.108711174580507,"APP"
"7981_BLANK2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_BLANK2","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_copy2",0.395037486611924,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_copy2",0.38325598000714,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_BLANK2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_copy2","7981_copy1","7981_copy1","7981_copy2",0,"APP"
"7981_copy1","7981_copy2","7981_copy2","7981_BLANK",0,"GAP"
"7981_copy1","7981_copy3","7981_copy2","7981_BLANK",0.375401642270618,"GAP"
"7981_copy1","7981_copy2","7981_copy3","7981_BLANK",0.624598357729382,"GAP"
"7981_copy1","7981_copy3","7981_copy3","7981_BLANK",0,"GAP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_BLANK2",0,"IBR"
"7981_copy1","7981_BLANK","7981_copy2","7981_BLANK2",0.000178507675830061,"IBR"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_BLANK2",0,"IBR"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_BLANK2",0,"IBR"
"7981_copy1","7981_BLANK2","7981_copy2","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_BLANK","7981_copy2","7981_copy1",0,"IBR"
"7981_BLANK2","7981_BLANK","7981_copy2","7981_copy1",0.506247768654052,"IBR"
"7981_copy1","7981_BLANK","7981_copy2","7981_copy1",0,"IBR"
"7981_BLANK","7981_BLANK2","7981_copy2","7981_copy1",0.493573723670118,"IBR"
"7981_BLANK2","7981_BLANK2","7981_copy2","7981_copy1",0,"IBR"
"7981_copy1","7981_BLANK2","7981_copy2","7981_copy1",0,"IBR"
"7981_BLANK","7981_copy1","7981_copy3","7981_copy2",1,"PGI"
